model,sample_idx,d_n_nocot,d_n_cot,hcds_q,n_features_used_n_nocot,n_features_used_n_cot
instruct,0,2.193051662254153,0.7367699071792388,1.456281755074914,2,2
instruct,1,0.4436438162783077,0.8154900066738212,-0.37184619039551353,2,2
instruct,2,1.2948107756730407,0.16862583990829438,1.1261849357647464,2,2
instruct,3,0.7464207793299888,0.015870990171004542,0.7305497891589843,2,2
instruct,4,0.7749735626589312,0.14959627298878542,0.6253772896701458,2,2
instruct,5,1.3400487351861972,0.25480312682071965,1.0852456083654776,2,2
instruct,6,0.207029260468837,0.12275658335839182,0.08427267711044517,2,2
instruct,7,1.8743136210037579,0.1984092731003581,1.6759043479033997,2,2
instruct,8,3.0088322940965915,0.22242129219332898,2.7864110019032626,2,2
instruct,9,0.5489317904525669,0.36230632633166304,0.18662546412090386,2,2
instruct,10,0.5713308960456152,0.15351353200356774,0.4178173640420474,2,2
instruct,11,6.73378150888448,0.07793011360684618,6.655851395277634,2,2
instruct,12,5.352743671616109,0.14350803650519145,5.209235635110917,2,2
instruct,13,3.9842585736690483,0.014105182561128356,3.97015339110792,2,2
instruct,14,0.5825898689628176,0.03696309112023472,0.5456267778425828,2,2
instruct,15,2.2637673843985526,0.791663229348582,1.4721041550499705,2,2
instruct,16,1.433076018075957,0.8097991677591102,0.6232768503168468,2,2
instruct,17,1.247444700787963,0.04227837625816203,1.205166324529801,2,2
instruct,18,3.4572121495885377,1.038868599337425,2.418343550251113,2,2
instruct,19,1.183408748422969,0.13123610632655608,1.0521726420964128,2,2
instruct,20,4.585717315096477,0.2046305325619795,4.3810867825344975,2,2
instruct,21,1.0339000800489464,0.15186746774198406,0.8820326123069624,2,2
instruct,22,2.210173316820679,0.1911050447668266,2.0190682720538526,2,2
instruct,23,1.081014331489263,0.05800311183785554,1.0230112196514076,2,2
instruct,24,0.6439962193643184,0.12118822043311601,0.5228079989312023,2,2
instruct,25,1.4621257577356643,0.29629575731323643,1.165830000422428,2,2
instruct,26,2.1253620272628826,0.03234561303062451,2.0930164142322583,2,2
instruct,27,0.8775039978891661,0.28191096408167804,0.5955930338074881,2,2
instruct,28,0.9768230961274528,0.5554767007386099,0.4213463953888429,2,2
instruct,29,0.3983776466695083,0.3551038429206304,0.043273803748877904,2,2
instruct,30,1.2480720519863442,0.10570920987967213,1.142362842106672,2,2
instruct,31,2.507665608794075,0.11431468933354003,2.393350919460535,2,2
instruct,32,0.5335194757892189,0.1297618363360362,0.40375763945318266,2,2
instruct,33,0.9610512582279854,0.36828303349141966,0.5927682247365658,2,2
instruct,34,7.292946456238108,0.04589789225986604,7.247048563978242,2,2
instruct,35,0.6632079177711818,0.14511028345260274,0.518097634318579,2,2
instruct,36,0.33574927098757373,0.10205598365561773,0.233693287331956,2,2
instruct,37,2.157476249053068,0.02583601111889216,2.131640237934176,2,2
instruct,38,0.9111399268637032,0.19561665307431145,0.7155232737893917,2,2
instruct,39,0.046347606037972326,0.786536230443086,-0.7401886244051137,2,2
instruct,40,2.628745621751311,1.031690626075769,1.5970549956755422,2,2
instruct,41,2.0164461058476775,0.23984446826014735,1.7766016375875302,2,2
instruct,42,1.824476653118033,0.43432895056258397,1.390147702555449,2,2
instruct,43,2.4995595823296552,0.05489684733811266,2.4446627349915424,2,2
instruct,44,0.6557100846083219,0.2759226078905632,0.3797874767177587,2,2
instruct,45,0.7385464437609696,0.4034960225097995,0.33505042125117007,2,2
instruct,46,2.125275084098376,0.07163067437649623,2.05364440972188,2,2
instruct,47,0.5349070939824234,0.026469661908728914,0.5084374320736945,2,2
instruct,48,0.5895563498706848,0.4886568843661353,0.10089946550454953,2,2
instruct,49,1.6624415215655883,0.2400028325067842,1.422438689058804,2,2
thinking,0,1.2563922314633242,0.49332089451448896,0.7630713369488353,2,2
thinking,1,1.5398449883239733,1.3712516928637422,0.16859329546023116,2,2
thinking,2,0.7795495525379343,0.27653742827388106,0.5030121242640533,2,2
thinking,3,3.1778916438324942,1.4024927293803757,1.7753989144521185,2,2
thinking,4,1.606476180611425,0.7866610599479272,0.8198151206634977,2,2
thinking,5,1.974389837215826,0.8987664269640809,1.075623410251745,2,2
thinking,6,1.653989270112212,0.19864286472899548,1.4553464053832166,2,2
thinking,7,1.0075608489245589,0.30430088408511397,0.7032599648394449,2,2
thinking,8,0.2772262062696994,0.6721708006408587,-0.39494459437115925,2,2
thinking,9,0.9030374442989197,1.606484373216907,-0.7034469289179872,2,2
thinking,10,0.31941837178136884,0.46197094443364034,-0.1425525726522715,2,2
thinking,11,0.6695623757943737,0.08060726332107535,0.5889551124732983,2,2
thinking,12,0.38245872105826106,1.2529445459208466,-0.8704858248625855,2,2
thinking,13,0.530579184430194,0.8400876742069212,-0.3095084897767272,2,2
thinking,14,0.5167810824767529,0.12817590713165694,0.388605175345096,2,2
thinking,15,1.38925707636247,0.8244042374328658,0.5648528389296043,2,2
thinking,16,1.112960678937375,0.5372191662248217,0.5757415127125532,2,2
thinking,17,0.8598427319399015,0.03894442519460063,0.8208983067453008,2,2
thinking,18,3.6032643006883345,1.2714957400831284,2.331768560605206,2,2
thinking,19,0.9384696033328984,0.2593180201830399,0.6791515831498585,2,2
thinking,20,0.5782306685633448,0.27999866380435556,0.29823200475898926,2,2
thinking,21,2.0245779624988223,0.23678347411982562,1.7877944883789967,2,2
thinking,22,1.5537163892092603,0.8197018677689017,0.7340145214403585,2,2
thinking,23,3.5022048311295686,0.34167990419460437,3.160524926934964,2,2
thinking,24,0.10367560922116414,0.4560275346918261,-0.35235192547066196,2,2
thinking,25,0.7881417790428245,0.21234459140351852,0.575797187639306,2,2
thinking,26,0.8373598491367497,0.2830415999954127,0.554318249141337,2,2
thinking,27,1.315050834351365,0.998555708054897,0.3164951262964679,2,2
thinking,28,2.374960026769444,0.05351966193863743,2.321440364830807,2,2
thinking,29,0.5717140686635926,0.2691956004232275,0.30251846824036516,2,2
thinking,30,0.9142378527976236,0.09219755950205544,0.8220402932955682,2,2
thinking,31,0.4451652189185103,0.04442378468347445,0.40074143423503583,2,2
thinking,32,2.123011941554303,0.5147028913391369,1.608309050215166,2,2
thinking,33,0.6321965339252068,0.08835822990981114,0.5438383040153957,2,2
thinking,34,1.0076348378541753,0.3738861425588612,0.6337486952953141,2,2
thinking,35,2.1663520959753577,0.505150085813434,1.6612020101619236,2,2
thinking,36,5.108324084549642,0.13965348825078022,4.968670596298861,2,2
thinking,37,0.6840531457300434,0.5351105624126193,0.14894258331742405,2,2
thinking,38,1.4533206035439852,0.34019568113522763,1.1131249224087576,2,2
thinking,39,1.4139634383911919,1.491382207370793,-0.0774187689796011,2,2
thinking,40,1.7228471111832921,0.39222972259672206,1.3306173885865702,2,2
thinking,41,0.18236230737774284,0.2783237405915061,-0.09596143321376327,2,2
thinking,42,4.619938247110835,0.46595945953448076,4.153978787576355,2,2
thinking,43,0.6710091299534315,0.24831502938222447,0.42269410057120704,2,2
thinking,44,2.0150558195487402,0.46255134349533367,1.5525044760534066,2,2
thinking,45,0.9607430946436593,0.14903095983629572,0.8117121348073635,2,2
thinking,46,0.25740338795091094,0.15539657693753972,0.10200681101337122,2,2
thinking,47,1.0095934577838719,0.4143809023114748,0.595212555472397,2,2
thinking,48,0.46410725617295556,0.7312998501518773,-0.2671925939789217,2,2
thinking,49,0.7032674549612963,0.1822570133995279,0.5210104415617683,2,2
