model,sample_idx,d_n_nocot,d_n_cot,hcds_q,n_features_used_n_nocot,n_features_used_n_cot
instruct,0,6.587603457962967,0.7551757518077239,5.832427706155243,4,4
instruct,1,2.1524451141721594,0.8162606074978659,1.3361845066742934,4,4
instruct,2,1.8045275283962101,0.1711515636520637,1.6333759647441464,4,4
instruct,3,2.010868374264767,0.04208332997662733,1.9687850442881398,4,4
instruct,4,2.3309676665758676,0.17823757781749477,2.1527300887583727,4,4
instruct,5,4.647836761547377,0.26052058938265216,4.3873161721647245,4,4
instruct,6,0.2185844839866816,0.13354365094246415,0.08504083304421745,4,4
instruct,7,2.612527332539229,0.20040830215152108,2.412119030387708,4,4
instruct,8,3.541308300563025,0.22789766049377302,3.313410640069252,4,4
instruct,9,1.6679672497211493,0.36320017033235347,1.3047670793887958,4,4
instruct,10,1.5732798492490199,0.16457147153158028,1.4087083777174396,4,4
instruct,11,6.850181630018223,0.11389161371906525,6.736290016299157,4,4
instruct,12,5.727174181949749,0.14395376772445576,5.583220414225294,4,4
instruct,13,6.093809397748693,0.0494860825271222,6.044323315221571,4,4
instruct,14,2.0969480037247648,0.0928585585058273,2.0040894452189373,4,4
instruct,15,3.7446667050855957,0.7953271459588476,2.949339559126748,4,4
instruct,16,2.2485610965492935,0.8210733002774604,1.427487796271833,4,4
instruct,17,2.493894260573088,0.051280176862333195,2.442614083710755,4,4
instruct,18,4.110916856299986,1.0391772919768412,3.0717395643231447,4,4
instruct,19,2.666665383547228,0.14316203884288756,2.5235033447043405,4,4
instruct,20,4.905640573504658,0.20495039423995148,4.700690179264707,4,4
instruct,21,2.279916685917716,0.15408194420673177,2.1258347417109844,4,4
instruct,22,4.928065972631719,0.20821066748497738,4.719855305146742,4,4
instruct,23,2.296430661886537,0.11931198211984424,2.177118679766693,4,4
instruct,24,1.7474376758245445,0.1271136792570953,1.6203239965674492,4,4
instruct,25,2.4550720822450947,4.093263873073645,-1.6381917908285502,4,4
instruct,26,2.733040944352431,0.03388630583517087,2.69915463851726,4,4
instruct,27,1.9350709426266772,0.2893690486279087,1.6457018939987687,4,4
instruct,28,1.8742966849812672,0.5561888435832523,1.318107841398015,4,4
instruct,29,4.101893859515078,0.3556969247801881,3.7461969347348902,4,4
instruct,30,1.9176629359760464,0.12770285293884037,1.789960083037206,4,4
instruct,31,3.032631562224662,0.11892210252087988,2.913709459703782,4,4
instruct,32,1.6805086481570892,0.13037586538911475,1.5501327827679745,4,4
instruct,33,4.54485781353378,4.0996751626501045,0.4451826508836758,4,4
instruct,34,7.45603056429481,0.08652936830281939,7.369501195991991,4,4
instruct,35,1.795887814475593,0.1530980732710038,1.642789741204589,4,4
instruct,36,4.419869040827219,4.0842910622582576,0.33557797856896165,4,4
instruct,37,3.2441790302099838,0.030170656048603427,3.2140083741613803,4,4
instruct,38,3.545520538015518,0.19984858280637646,3.345671955209142,4,4
instruct,39,0.09277336996215922,0.786765261473207,-0.6939918915110478,4,4
instruct,40,3.6343266576754663,4.211057284373021,-0.5767306266975551,4,4
instruct,41,2.8177467627144432,0.2500330613065191,2.567713701407924,4,4
instruct,42,2.668870995547049,0.4358994076550817,2.232971587891967,4,4
instruct,43,2.997110348444171,0.062379631647857606,2.9347307167963135,4,4
instruct,44,1.9774783974897292,0.2790322495980796,1.6984461478916497,4,4
instruct,45,4.15057355109046,0.40383477839262033,3.7467387726978396,4,4
instruct,46,2.7287867458361275,0.07240287295362563,2.6563838728825018,4,4
instruct,47,1.765551645224022,0.04244533334529509,1.723106311878727,4,4
instruct,48,2.0156000014182824,0.48868356753445186,1.5269164338838306,4,4
instruct,49,2.5424748382855418,0.24017873170255322,2.3022961065829888,4,4
thinking,0,2.101715427254009,0.8128730333322292,1.28884239392178,4,4
thinking,1,4.300629114221055,2.537337436845231,1.7632916773758236,4,4
thinking,2,0.823547637462221,0.3326732985650749,0.49087433889714616,4,4
thinking,3,3.197596912726825,1.4278233461413197,1.7697735665855054,4,4
thinking,4,1.6065714273027394,2.4976145732978,-0.8910431459950605,4,4
thinking,5,3.0596312709905633,2.5513927275208994,0.5082385434696639,4,4
thinking,6,2.193061853195511,0.41817904013986346,1.7748828130556473,4,4
thinking,7,1.019102256621364,2.339218429328069,-1.3201161727067048,4,4
thinking,8,2.33416719101769,0.898446748363356,1.435720442654334,4,4
thinking,9,1.7274745649028256,1.673100774201438,0.05437379070138748,4,4
thinking,10,2.6182613608726912,0.46305068652555215,2.1552106743471393,4,4
thinking,11,3.7036206200668436,1.6696789509898617,2.033941669076982,4,4
thinking,12,0.3829615571525746,1.2766989672041325,-0.8937374100515578,4,4
thinking,13,0.5328157133541491,0.8416669799084335,-0.3088512665542844,4,4
thinking,14,0.9531794928718352,1.070465558988856,-0.11728606611702086,4,4
thinking,15,1.3934835712613178,0.9702471136525082,0.4232364576088097,4,4
thinking,16,2.6137193178761113,2.3866211283264014,0.22709818954970995,4,4
thinking,17,1.3273786990303904,0.582768873117111,0.7446098259132794,4,4
thinking,18,3.9044405068297903,1.3242218910842232,2.580218615745567,4,4
thinking,19,0.9421230790511067,2.3368777852079914,-1.3947547061568848,4,4
thinking,20,2.4743506326934868,2.528735085342517,-0.054384452649030024,4,4
thinking,21,2.158989354430641,2.328843541440433,-0.16985418700979205,4,4
thinking,22,3.116445730549363,2.3960461844126146,0.7203995461367483,4,4
thinking,23,3.8843961792009245,1.2975255701163162,2.5868706090846083,4,4
thinking,24,1.0537236671003491,2.4097717648960337,-1.3560480977956846,4,4
thinking,25,2.5707317525071054,0.5140047123214907,2.056727040185615,4,4
thinking,26,0.8609355447485718,2.376107784697261,-1.5151722399486893,4,4
thinking,27,3.133724825454636,2.7112865799815404,0.4224382454730957,4,4
thinking,28,2.780964066447755,0.9340411306606086,1.8469229357871462,4,4
thinking,29,0.57882814816421,0.4437458838433995,0.1350822643208105,4,4
thinking,30,1.1046124744359411,0.09613296451367752,1.0084795099222637,4,4
thinking,31,2.3733423244167096,4.634858676441324,-2.261516352024614,4,4
thinking,32,3.9088482786905425,0.632897269568991,3.2759510091215516,4,4
thinking,33,1.879975479419443,0.7103584405806821,1.1696170388387608,4,4
thinking,34,2.0249961549643043,1.1410045468499552,0.8839916081143491,4,4
thinking,35,2.1985105815222545,0.533562561037276,1.6649480204849785,4,4
thinking,36,5.547898049571244,0.9521100716920603,4.5957879778791835,4,4
thinking,37,2.415759411845859,2.3778098498977274,0.037949561948131816,4,4
thinking,38,2.734883990086644,0.3402147204302029,2.394669269656441,4,4
thinking,39,4.845118753726601,2.7589768662906358,2.0861418874359656,4,4
thinking,40,1.73392061735982,0.39482793294939406,1.339092684410426,4,4
thinking,41,0.2049664903959289,0.501543282228419,-0.29657679183249014,4,4
thinking,42,4.701772261215388,2.113125458572543,2.588646802642845,4,4
thinking,43,0.9925050358501029,0.5470254026254795,0.44547963322462336,4,4
thinking,44,2.1347012355022996,0.6080733005508165,1.526627934951483,4,4
thinking,45,2.5488020459661715,0.7757786603952227,1.7730233855709487,4,4
thinking,46,2.6807458989568875,2.469376013098456,0.21136988585843142,4,4
thinking,47,1.1238925567546079,0.4713349069317296,0.6525576498228782,4,4
thinking,48,2.6562296143421067,1.1716330050972912,1.4845966092448155,4,4
thinking,49,3.0633944103773945,0.9045672545857323,2.1588271557916623,4,4
